municipio,periodo,ocorrencias,ocorrencias_ameaça,ocorrencias_calúnia,ocorrencias_difamação,ocorrencias_estupro,ocorrencias_injúria,ocorrencias_lesão_corporal_grave_ou_gravíssima___dolosa,ocorrencias_lesão_corporal_leve___dolosa,ocorrencias_vias_de_fato,feminicidios,populacao_total,populacao_feminina,alfabetizacao_total,taxa_violencia_100k,taxa_feminicidio_100k,taxa_violencia_mes_anterior,taxa_violencia_3_meses_atras,taxa_violencia_6_meses_atras,houve_violencia_mes_anterior,houve_violencia_3_meses_atras,houve_violencia_6_meses_atras,media_3_meses,media_6_meses,variacao_mensal,variacao_3_meses,variacao_6_meses,feminicidios_mes_anterior,media_feminicidios_3_meses,ano,mes,mes_seno,mes_cosseno,escalada
MAJOR VIEIRA,2025-01-01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7425,3626,95.06,55.15719801434088,0.0,55.15719801434088,193.05019305019306,248.2073910645339,1,1,1,101.12152969295828,174.6644603787461,0.0,-0.7142857142857142,-0.7777777777777777,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MARACAJA,2025-01-01,15.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,7815,3899,96.69,384.7140292382662,0.0,102.59040779687098,76.94280584765325,0.0,1,1,0,76.94280584765319,98.31580747200137,2.7500000000000004,4.0,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MARAVILHA,2025-01-01,23.0,12.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,28251,14215,97.14,161.8009145269082,0.0,408.01969750263805,196.9750263805839,126.6268026732325,1,1,1,272.0131316684254,234.49407902450466,-0.603448275862069,-0.1785714285714286,0.2777777777777779,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MAREMA,2025-01-01,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2184,1069,93.08,280.6361085126286,0.0,0.0,374.1814780168382,0.0,0,1,0,187.0907390084191,202.6816339257873,,-0.2500000000000001,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MASSARANDUBA,2025-01-01,14.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,17162,8437,97.29,165.93575915609813,0.0,331.87151831219626,177.78831338153373,272.6087471850184,1,1,1,205.4442732408834,193.59171901544786,-0.5,-0.06666666666666676,-0.39130434782608703,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
MATOS COSTA,2025-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2761,1324,92.23,226.58610271903325,0.0,226.58610271903325,75.52870090634441,377.6435045317221,1,1,1,151.05740181268882,251.7623363544814,0.0,2.0,-0.4,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MELEIRO,2025-01-01,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7006,3524,95.98,85.1305334846765,0.0,56.75368898978434,255.39160045402951,28.37684449489217,1,1,1,141.88422247446084,118.23685206205069,0.5,-0.6666666666666667,2.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MIRIM DOCE,2025-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2511,1239,94.41,80.71025020177562,0.0,80.71025020177562,161.42050040355124,161.42050040355124,1,1,1,107.6136669357008,134.51708366962606,0.0,-0.5,-0.5,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
MODELO,2025-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080,2030,95.56,49.26108374384236,0.0,147.78325123152712,246.30541871921181,98.52216748768473,1,1,1,262.72577996715927,172.41379310344828,-0.6666666666666667,-0.8,-0.5,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
MONDAI,2025-01-01,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,10066,5009,96.61,119.78438810141745,0.0,99.82032341784787,159.7125174685566,199.64064683569575,1,1,1,212.9500232914088,206.29533506355224,0.19999999999999996,-0.25,-0.4,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MONTE CARLO,2025-01-01,14.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9117,4532,91.9,308.9143865842895,0.0,66.19593998234775,242.71844660194174,242.71844660194174,1,1,1,154.45719329214475,205.94292438952633,3.666666666666667,0.2727272727272727,0.2727272727272727,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
MONTE CASTELO,2025-01-01,9.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7736,3785,95.35,237.78071334214002,0.0,132.1003963011889,264.2007926023778,158.52047556142668,1,1,1,149.7137824746808,149.71378247468076,0.7999999999999998,-0.10000000000000009,0.5,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
MORRO DA FUMACA,2025-01-01,18.0,9.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,18537,9369,96.43,192.12295869356387,0.0,170.7759632831679,277.51094033514784,53.36748852598997,1,1,1,199.23862383036257,149.4289678727719,0.125,-0.3076923076923077,2.5999999999999996,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
MORRO GRANDE,2025-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010,1485,94.22,67.34006734006735,0.0,134.6801346801347,0.0,269.3602693602694,1,0,1,67.3400673400673,123.45679012345681,-0.5,,-0.75,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
NAVEGANTES,2025-01-01,143.0,78.0,9.0,9.0,0.0,21.0,0.0,23.0,3.0,0.0,86401,43862,97.31,326.0225251926497,0.0,259.9060690346997,186.94997948109983,225.70790205644974,1,1,1,237.10729104919974,230.64763728664147,0.2543859649122808,0.7439024390243902,0.44444444444444486,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
NOVA ERECHIM,2025-01-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5155,2536,95.6,78.86435331230284,0.0,236.59305993690853,315.45741324921136,197.16088328075708,1,1,1,354.8895899053628,269.4532071503681,-0.6666666666666667,-0.75,-0.6,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
NOVA ITABERABA,2025-01-01,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4536,2163,95.56,231.16042533518262,0.0,184.9283402681461,184.9283402681461,323.62459546925567,1,1,1,138.69625520110955,146.4016027122823,0.25,0.25,-0.2857142857142857,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
NOVA TRENTO,2025-01-01,7.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,13727,6879,96.83,101.7589765954354,0.0,116.29597325192614,87.22197993894461,58.14798662596307,1,1,1,121.14163880408974,89.64481271502639,-0.12499999999999978,0.16666666666666696,0.7500000000000004,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
NOVA VENEZA,2025-01-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13664,6903,97.39,28.97291032884253,0.0,101.40518615094888,347.6749239461104,28.97291032884253,1,1,1,154.5221884204935,113.47723212129993,-0.7142857142857144,-0.9166666666666667,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
NOVO HORIZONTE,2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643,1290,94.28,0.0,0.0,232.5581395348837,77.51937984496124,0.0,1,1,0,155.03875968992247,90.43927648578811,-1.0,-1.0,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
ORLEANS,2025-01-01,15.0,8.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,23661,11945,97.27,125.57555462536627,0.0,133.94725826705735,125.57555462536627,175.80577647551277,1,1,1,150.69066555043955,149.29538161015765,-0.0625,0.0,-0.2857142857142857,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
OTACILIO COSTA,2025-01-01,16.0,10.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,17312,8726,95.68,183.36007334402933,0.0,332.3401329360532,446.9401787760715,160.44006417602566,1,1,1,309.4201237680495,250.21010008404002,-0.4482758620689655,-0.5897435897435898,0.14285714285714302,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
OURO,2025-01-01,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7032,3505,96.61,114.12268188302426,0.0,114.12268188302426,114.12268188302426,142.65335235378032,1,1,1,95.10223490252021,114.12268188302426,0.0,0.0,-0.19999999999999996,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
OURO VERDE,2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2181,1073,92.72,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,46.59832246039142,,,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PAIAL,2025-01-01,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1927,934,92.33,428.2655246252677,0.0,0.0,107.06638115631692,0.0,0,1,0,35.68879371877232,71.37758743754463,,3.0,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PAINEL,2025-01-01,6.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2215,1033,91.26,580.8325266214908,0.0,193.6108422071636,290.4162633107454,193.6108422071636,1,1,1,193.6108422071636,129.07389480477573,2.0,1.0,2.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PALHOCA,2025-01-01,207.0,99.0,4.0,6.0,1.0,31.0,0.0,52.0,14.0,1.0,222598,113515,97.74,182.35475487820992,0.8809408448222701,181.47381403338767,173.54534642998723,137.42677179227414,1,1,1,187.34675299886945,162.6804093438459,0.004854368932038611,0.050761421319796884,0.32692307692307687,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PALMA SOLA,2025-01-01,9.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7605,3718,92.3,242.06562668101128,0.0,645.5083378160301,430.3388918773534,215.1694459386767,1,1,1,412.408104715797,318.271472117626,-0.625,-0.4375,0.125,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PALMEIRA,2025-01-01,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561,1207,93.1,165.7000828500414,0.0,82.8500414250207,248.55012427506213,165.7000828500414,1,1,1,138.0834023750346,193.31676332504836,1.0,-0.33333333333333337,0.0,0.0,0.3333333333333333,2025,1,0.49999999999999994,0.8660254037844387,0
PALMITOS,2025-01-01,15.0,7.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,15626,7854,95.75,190.98548510313216,0.0,229.1825821237586,178.25311942959001,114.5912910618793,1,1,1,182.49724132077074,135.81190051778287,-0.16666666666666674,0.0714285714285714,0.6666666666666665,0.0,0.3333333333333333,2025,1,0.49999999999999994,0.8660254037844387,0
PAPANDUVA,2025-01-01,22.0,13.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,19150,9437,96.1,233.12493377132563,0.0,127.15905478435944,148.35223058175268,105.96587898696619,1,1,1,137.75564268305607,134.22344671682384,0.8333333333333333,0.5714285714285714,1.2000000000000002,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PARAISO,2025-01-01,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4267,2059,93.44,339.9708596406022,0.0,339.9708596406022,339.9708596406022,145.70179698882953,1,1,1,291.40359397765906,202.3636069289299,0.0,0.0,1.333333333333333,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PASSO DE TORRES,2025-01-01,16.0,7.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,12897,6514,97.46,245.62480810561868,0.0,184.218606079214,199.57015658581514,46.0546515198035,1,1,1,189.3357895814144,156.07409681711187,0.3333333333333335,0.23076923076923106,4.333333333333334,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PASSOS MAIA,2025-01-01,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4034,1978,92.14,202.22446916076845,0.0,101.11223458038423,50.55611729019211,101.11223458038423,1,1,1,50.556117290192105,101.11223458038423,1.0,3.0,1.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PAULO LOPES,2025-01-01,14.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,9063,4547,93.75,307.8953155926985,0.0,87.97009016934243,219.92522542335604,197.93270288102045,1,1,1,183.27102118613004,183.27102118613004,2.5000000000000004,0.40000000000000036,0.5555555555555558,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PEDRAS GRANDES,2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4245,2100,96.81,0.0,0.0,285.7142857142857,333.33333333333337,0.0,1,1,0,269.8412698412699,222.22222222222226,-1.0,-1.0,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PENHA,2025-01-01,84.0,43.0,2.0,3.0,0.0,10.0,0.0,24.0,2.0,0.0,33663,17273,97.85,486.3081109245644,0.0,324.2054072830429,202.62837955190182,121.5770277311411,1,1,1,260.52220228101663,244.1189525077674,0.5,1.4000000000000004,3.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PERITIBA,2025-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2992,1504,97.3,66.48936170212765,0.0,66.48936170212765,132.9787234042553,265.9574468085106,1,1,1,132.9787234042553,110.8156028368794,0.0,-0.5,-0.75,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PESCARIA BRAVA,2025-01-01,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10190,5128,95.67,97.50390015600624,0.0,156.00624024961,409.5163806552262,97.50390015600624,1,1,1,240.50962038481535,162.5065002600104,-0.375,-0.7619047619047619,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PETROLANDIA,2025-01-01,10.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6716,3376,95.6,296.2085308056872,0.0,88.86255924170615,0.0,59.241706161137444,1,0,1,88.86255924170615,88.86255924170615,2.3333333333333335,,3.999999999999999,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PINHALZINHO,2025-01-01,12.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,21972,11090,96.61,108.20559062218214,0.0,126.23985572587917,162.3083859332732,108.20559062218214,1,1,1,177.3369401863541,151.78839795611663,-0.1428571428571429,-0.33333333333333326,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PINHEIRO PRETO,2025-01-01,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3473,1731,97.43,173.3102253032929,0.0,0.0,173.3102253032929,231.0803004043905,0,1,1,115.5401502021953,154.05353360292702,,0.0,-0.2499999999999999,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PIRATUBA,2025-01-01,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5769,2908,96.57,171.93947730398898,0.0,275.1031636863824,309.4910591471802,103.1636863823934,1,1,1,298.02842732691425,194.86474094452083,-0.3750000000000001,-0.4444444444444444,0.6666666666666665,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PLANALTO ALEGRE,2025-01-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2946,1444,92.44,138.50415512465375,0.0,277.0083102493075,207.7562326869806,0.0,1,1,0,253.92428439519844,265.466297322253,-0.5,-0.33333333333333326,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
POMERODE,2025-01-01,23.0,10.0,1.0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,34289,17296,98.63,132.9787234042553,0.0,57.816836262719704,86.72525439407956,109.85198889916744,1,1,1,90.57971014492755,90.57971014492755,1.2999999999999998,0.5333333333333332,0.21052631578947345,0.0,0.3333333333333333,2025,1,0.49999999999999994,0.8660254037844387,0
PONTE ALTA,2025-01-01,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4437,2219,92.85,180.26137899954935,0.0,270.392068499324,180.26137899954935,180.26137899954935,1,1,1,255.37028691602828,180.26137899954935,-0.33333333333333326,0.0,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PONTE ALTA DO NORTE,2025-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210,1587,92.73,63.0119722747322,0.0,0.0,126.0239445494644,0.0,0,1,0,63.01197227473216,42.00798151648814,,-0.5,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PONTE SERRADA,2025-01-01,18.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,10649,5373,93.34,335.00837520938023,0.0,316.3967988088591,241.9504932067746,316.3967988088591,1,1,1,359.8238104100751,338.11030460946705,0.05882352941176472,0.3846153846153846,0.05882352941176472,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PORTO BELO,2025-01-01,28.0,11.0,0.0,2.0,2.0,1.0,0.0,7.0,5.0,0.0,27688,13921,97.69,201.13497593563682,0.0,244.23532792184469,308.8858559011565,165.21801594713023,1,1,1,263.3910399157149,221.48791992912388,-0.17647058823529405,-0.34883720930232553,0.21739130434782616,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PORTO UNIAO,2025-01-01,27.0,11.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,0.0,32970,16689,97.35,161.78321049793277,0.0,167.77518125711546,119.8394151836539,65.91167835100966,1,1,1,147.80194539317316,117.84209159725968,-0.0357142857142857,0.3500000000000001,1.4545454545454541,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
POUSO REDONDO,2025-01-01,20.0,9.0,0.0,1.0,0.0,3.0,0.0,5.0,2.0,0.0,17123,8520,96.19,234.7417840375587,0.0,176.05633802816902,140.84507042253523,58.68544600938967,1,1,1,136.93270735524257,154.53834115805947,0.33333333333333326,0.6666666666666665,3.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PRAIA GRANDE,2025-01-01,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8270,4127,94.83,96.9227041434456,0.0,72.6920281075842,72.6920281075842,72.6920281075842,1,1,1,72.6920281075842,72.6920281075842,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PRESIDENTE CASTELLO BRANCO,2025-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689,832,96.94,120.1923076923077,0.0,360.5769230769231,120.1923076923077,120.1923076923077,1,1,1,160.25641025641025,120.1923076923077,-0.6666666666666667,0.0,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PRESIDENTE GETULIO,2025-01-01,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20010,10075,97.96,89.33002481389578,0.0,148.8833746898263,148.8833746898263,99.25558312655087,1,1,1,162.11745244003305,122.41521918941275,-0.4,-0.4,-0.10000000000000009,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
PRESIDENTE NEREU,2025-01-01,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2301,1133,92.33,441.306266548985,0.0,264.783759929391,0.0,88.261253309797,1,0,1,147.10208884966164,132.3918799646955,0.6666666666666665,,4.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
PRINCESA,2025-01-01,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2964,1420,94.97,211.2676056338028,0.0,70.42253521126761,211.2676056338028,0.0,1,1,0,117.37089201877934,105.63380281690142,1.9999999999999991,0.0,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
QUILOMBO,2025-01-01,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11022,5498,94.99,109.13059294288831,0.0,363.7686431429611,72.75372862859221,145.50745725718443,1,1,1,200.0727537286286,178.85291621195586,-0.7,0.5,-0.25,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
RANCHO QUEIMADO,2025-01-01,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3279,1591,96.16,188.56065367693276,0.0,0.0,314.26775612822127,0.0,0,1,0,167.60946993505135,178.08506180599204,,-0.4,,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
RIO DAS ANTAS,2025-01-01,8.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,6253,3031,95.76,263.93929396238866,0.0,98.97723523589575,263.93929396238866,263.93929396238866,1,1,1,175.95952930825908,197.9544704717915,1.6666666666666665,0.0,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
RIO DO CAMPO,2025-01-01,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6452,3156,95.18,126.74271229404309,0.0,380.22813688212926,126.74271229404309,221.79974651457542,1,1,1,221.79974651457542,227.08069286016053,-0.6666666666666667,0.0,-0.4285714285714286,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
RIO DO OESTE,2025-01-01,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7747,3876,97.36,77.39938080495357,0.0,232.19814241486068,154.79876160990713,77.39938080495357,1,1,1,154.7987616099071,137.59889920880633,-0.6666666666666666,-0.5,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
RIO DO SUL,2025-01-01,84.0,38.0,1.0,3.0,0.0,16.0,0.0,17.0,9.0,0.0,72587,37147,98.03,226.12862411500257,0.0,145.36840121678736,188.44052009583547,139.98438635690636,1,1,1,168.69913227627174,164.661121131361,0.5555555555555556,0.19999999999999996,0.6153846153846154,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
RIO DOS CEDROS,2025-01-01,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10865,5404,98.13,74.01924500370096,0.0,240.56254626202812,111.02886750555143,37.00962250185048,1,1,1,166.54330125832715,120.28127313101406,-0.6923076923076923,-0.33333333333333326,1.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
RIO FORTUNA,2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4847,2338,98.84,0.0,0.0,85.5431993156544,299.4011976047904,128.3147989734816,1,1,1,185.3435985172512,149.7005988023952,-1.0,-1.0,-1.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
RIO NEGRINHO,2025-01-01,34.0,10.0,0.0,3.0,1.0,9.0,1.0,6.0,4.0,0.0,39261,19768,96.66,171.9951436665318,0.0,146.70174018615944,111.29097531363821,177.05382436260624,1,1,1,111.29097531363819,108.76163496560098,0.1724137931034484,0.5454545454545454,-0.02857142857142847,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
RIO RUFINO,2025-01-01,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2397,1165,93.54,429.18454935622316,0.0,85.83690987124463,85.83690987124463,171.67381974248926,1,1,1,114.44921316165949,114.4492131616595,4.0,4.0,1.5,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
RIQUEZA,2025-01-01,18.0,9.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,4768,2314,93.9,777.8738115816767,0.0,216.07605877268801,172.8608470181504,345.7216940363008,1,1,1,187.2659176029962,280.8988764044944,2.599999999999999,3.5,1.25,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
RODEIO,2025-01-01,9.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,12757,6400,96.67,140.625,0.0,78.125,156.25,62.5,1,1,1,93.75,88.54166666666667,0.8,-0.09999999999999998,1.25,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
ROMELANDIA,2025-01-01,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4823,2378,92.72,84.10428931875525,0.0,252.3128679562658,126.1564339781329,84.10428931875525,1,1,1,196.24334174376227,175.21726941407346,-0.6666666666666667,-0.3333333333333335,0.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
SALETE,2025-01-01,6.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7489,3684,96.76,162.86644951140065,0.0,380.0217155266015,244.29967426710095,54.28881650380022,1,1,1,280.4922186029678,226.20340209916756,-0.5714285714285714,-0.33333333333333326,1.9999999999999996,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
SALTINHO,2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3632,1795,92.02,0.0,0.0,55.71030640668524,0.0,111.42061281337048,1,0,1,55.71030640668522,55.71030640668524,-1.0,,-1.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
SALTO VELOSO,2025-01-01,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4390,2196,95.58,273.224043715847,0.0,91.07468123861567,91.07468123861567,182.14936247723134,1,1,1,197.3284760170006,189.73891924711597,2.0,2.0,0.5,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
SANGAO,2025-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12882,6378,96.37,15.678896205707117,0.0,94.07337723424271,172.4678582627783,94.07337723424271,1,1,1,162.01526079230692,143.72321521898192,-0.8333333333333334,-0.9090909090909091,-0.8333333333333334,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
SANTA CECILIA,2025-01-01,17.0,8.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,15546,7846,94.18,216.67091511598267,0.0,152.94417537598778,229.41626306398166,114.70813153199083,1,1,1,220.91936443198236,203.92556716798367,0.4166666666666665,-0.05555555555555558,0.8888888888888888,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
SANTA HELENA,2025-01-01,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425,1182,96.24,169.2047377326565,0.0,507.6142131979695,507.6142131979695,84.60236886632825,1,1,1,366.6102650874224,253.80710659898475,-0.6666666666666667,-0.6666666666666667,1.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
SANTA ROSA DE LIMA,2025-01-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2088,1015,96.92,197.04433497536945,0.0,98.52216748768473,98.52216748768473,98.52216748768473,1,1,1,98.52216748768473,82.10180623973727,1.0,1.0,1.0,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,0
SANTA ROSA DO SUL,2025-01-01,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9792,4947,95.72,80.85708510208207,0.0,121.28562765312311,161.71417020416413,222.35698403072567,1,1,1,128.0237180782966,154.97607977899062,-0.33333333333333337,-0.5,-0.6363636363636364,0.0,0.0,2025,1,0.49999999999999994,0.8660254037844387,1
